# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3217109	3217315	+	WP_013118120.1	WP_013118120.1		DUF3073 domain-containing protein			CFLA_RS14700	207	68	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3217570	3218691	-					purM		CFLA_RS14705	1122		old_locus_tag=Cfla_2907
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3217570	3218691	-	WP_013118121.1	WP_013118121.1		phosphoribosylformylglycinamidine cyclo-ligase	purM		CFLA_RS14705	1122	373	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3218688	3220235	-					purF		CFLA_RS14710	1548		old_locus_tag=Cfla_2908
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3218688	3220235	-	WP_013118122.1	WP_013118122.1		amidophosphoribosyltransferase	purF		CFLA_RS14710	1548	515	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3220330	3220728	-							CFLA_RS14715	399		old_locus_tag=Cfla_2909
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3220330	3220728	-	WP_013118123.1	WP_013118123.1		hypothetical protein			CFLA_RS14715	399	132	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3220743	3221120	-							CFLA_RS14720	378		old_locus_tag=Cfla_2910
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3220743	3221120	-	WP_013118124.1	WP_013118124.1		sterol carrier family protein			CFLA_RS14720	378	125	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3221211	3222548	-					gdhA		CFLA_RS14725	1338		old_locus_tag=Cfla_2911
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3221211	3222548	-	WP_013118125.1	WP_013118125.1		NADP-specific glutamate dehydrogenase	gdhA		CFLA_RS14725	1338	445	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3222752	3224227	-							CFLA_RS14730	1476		old_locus_tag=Cfla_2912
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3222752	3224227	-	WP_013118126.1	WP_013118126.1		glycoside hydrolase family 6 protein			CFLA_RS14730	1476	491	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3224579	3225988	-							CFLA_RS14735	1410		old_locus_tag=Cfla_2913
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3224579	3225988	-	WP_013118127.1	WP_013118127.1		glycoside hydrolase family 6 protein			CFLA_RS14735	1410	469	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3226343	3227134	-							CFLA_RS14740	792		old_locus_tag=Cfla_2914
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3226343	3227134	-	WP_013118128.1	WP_013118128.1		M15 family metallopeptidase			CFLA_RS14740	792	263	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3227169	3228653	-							CFLA_RS14745	1485		old_locus_tag=Cfla_2915
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3227169	3228653	-	WP_013118129.1	WP_013118129.1		RNB domain-containing ribonuclease			CFLA_RS14745	1485	494	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3228737	3229120	-					nirD		CFLA_RS14750	384		old_locus_tag=Cfla_2916
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3228737	3229120	-	WP_013118130.1	WP_013118130.1		nitrite reductase small subunit NirD	nirD		CFLA_RS14750	384	127	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3229117	3231711	-					nirB		CFLA_RS14755	2595		old_locus_tag=Cfla_2917
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3229117	3231711	-	WP_013118131.1	WP_013118131.1		nitrite reductase large subunit NirB	nirB		CFLA_RS14755	2595	864	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3232135	3232704	+							CFLA_RS14760	570		old_locus_tag=Cfla_2918
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3232135	3232704	+	WP_013118132.1	WP_013118132.1		NAD(P)H-dependent oxidoreductase			CFLA_RS14760	570	189	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3232701	3233237	+							CFLA_RS14765	537		old_locus_tag=Cfla_2919
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3232701	3233237	+	WP_013118133.1	WP_013118133.1		flavin reductase family protein			CFLA_RS14765	537	178	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3233541	3235940	-					purL		CFLA_RS14770	2400		old_locus_tag=Cfla_2920
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3233541	3235940	-	WP_013118134.1	WP_013118134.1		phosphoribosylformylglycinamidine synthase subunit PurL	purL		CFLA_RS14770	2400	799	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3236298	3237137	+							CFLA_RS20100	840		old_locus_tag=Cfla_2921
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3236298	3237137	+	WP_013118135.1	WP_013118135.1		hypothetical protein			CFLA_RS20100	840	279	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3237247	3239727	-							CFLA_RS14780	2481		old_locus_tag=Cfla_2922
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3237247	3239727	-	WP_013118136.1	WP_013118136.1		ABC transporter permease			CFLA_RS14780	2481	826	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3239859	3240659	-							CFLA_RS20105	801		old_locus_tag=Cfla_2923
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3239859	3240659	-	WP_148234378.1	WP_148234378.1		DUF2599 domain-containing protein			CFLA_RS20105	801	266	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3240807	3243008	+							CFLA_RS14785	2202		old_locus_tag=Cfla_2924
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3240807	3243008	+	WP_013118138.1	WP_013118138.1		catalase			CFLA_RS14785	2202	733	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3243110	3243277	+							CFLA_RS19180	168		old_locus_tag=Cfla_2925
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3243110	3243277	+	WP_013118139.1	WP_013118139.1		hypothetical protein			CFLA_RS19180	168	55	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3243330	3244151	+							CFLA_RS14795	822		old_locus_tag=Cfla_2926
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3243330	3244151	+	WP_013118140.1	WP_013118140.1		alpha/beta fold hydrolase			CFLA_RS14795	822	273	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3244148	3244591	+							CFLA_RS14800	444		old_locus_tag=Cfla_2927
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3244148	3244591	+	WP_013118141.1	WP_013118141.1		pyrimidine dimer DNA glycosylase/endonuclease V			CFLA_RS14800	444	147	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3244625	3245416	-					thiD		CFLA_RS14805	792		old_locus_tag=Cfla_2928
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3244625	3245416	-	WP_013118142.1	WP_013118142.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		CFLA_RS14805	792	263	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3245467	3245958	-							CFLA_RS14810	492		old_locus_tag=Cfla_2929
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3245467	3245958	-	WP_013118143.1	WP_013118143.1		hypothetical protein			CFLA_RS14810	492	163	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3245940	3246797	-							CFLA_RS19185	858		old_locus_tag=Cfla_2930
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3245940	3246797	-	WP_013118144.1	WP_013118144.1		hypothetical protein			CFLA_RS19185	858	285	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3246915	3248414	-							CFLA_RS20530	1500		old_locus_tag=Cfla_2931
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3246915	3248414	-	WP_013118145.1	WP_013118145.1		hypothetical protein			CFLA_RS20530	1500	499	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3248419	3248808	-							CFLA_RS14825	390		old_locus_tag=Cfla_2932
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3248419	3248808	-	WP_013118146.1	WP_013118146.1		hypothetical protein			CFLA_RS14825	390	129	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3248813	3249940	-							CFLA_RS14830	1128		old_locus_tag=Cfla_2933
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3248813	3249940	-	WP_043599121.1	WP_043599121.1		polymorphic toxin-type HINT domain-containing protein			CFLA_RS14830	1128	375	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3250495	3251118	-							CFLA_RS20115	624		
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3250495	3251118	-	WP_148234379.1	WP_148234379.1		SMI1/KNR4 family protein			CFLA_RS20115	624	207	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3251115	3256976	-							CFLA_RS14835	5862		old_locus_tag=Cfla_2934
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3251115	3256976	-	WP_013118148.1	WP_013118148.1		polymorphic toxin-type HINT domain-containing protein			CFLA_RS14835	5862	1953	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3257767	3259842	-							CFLA_RS14840	2076		old_locus_tag=Cfla_2935
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3257767	3259842	-	WP_013118149.1	WP_013118149.1		acyl-CoA dehydrogenase family protein			CFLA_RS14840	2076	691	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3259839	3260591	-							CFLA_RS14845	753		old_locus_tag=Cfla_2936
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3259839	3260591	-	WP_245530383.1	WP_245530383.1		TetR family transcriptional regulator			CFLA_RS14845	753	250	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3260819	3262180	+							CFLA_RS14850	1362		old_locus_tag=Cfla_2937
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3260819	3262180	+	WP_013118151.1	WP_013118151.1		acetyl-CoA C-acetyltransferase			CFLA_RS14850	1362	453	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3262237	3263628	+							CFLA_RS14855	1392		old_locus_tag=Cfla_2938
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3262237	3263628	+	WP_013118152.1	WP_013118152.1		3-oxoacyl-ACP reductase			CFLA_RS14855	1392	463	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3263625	3264527	+							CFLA_RS14860	903		old_locus_tag=Cfla_2939
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3263625	3264527	+	WP_013118153.1	WP_013118153.1		hypothetical protein			CFLA_RS14860	903	300	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3264726	3265331	+							CFLA_RS14865	606		old_locus_tag=Cfla_2940
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3264726	3265331	+	WP_013118154.1	WP_013118154.1		pentapeptide repeat-containing protein			CFLA_RS14865	606	201	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3265337	3265915	-							CFLA_RS14870	579		old_locus_tag=Cfla_2941
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3265337	3265915	-	WP_013118155.1	WP_013118155.1		GNAT family N-acetyltransferase			CFLA_RS14870	579	192	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3266078	3267520	-							CFLA_RS14875	1443		old_locus_tag=Cfla_2942
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3266078	3267520	-	WP_013118156.1	WP_013118156.1		aminotransferase class V-fold PLP-dependent enzyme			CFLA_RS14875	1443	480	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3267809	3268048	+							CFLA_RS14880	240		old_locus_tag=Cfla_2943
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3267809	3268048	+	WP_043599124.1	WP_043599124.1		ribbon-helix-helix domain-containing protein			CFLA_RS14880	240	79	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3268045	3268476	+							CFLA_RS14885	432		old_locus_tag=Cfla_2944
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3268045	3268476	+	WP_013118158.1	WP_013118158.1		type II toxin-antitoxin system VapC family toxin			CFLA_RS14885	432	143	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3268489	3269028	-							CFLA_RS14890	540		old_locus_tag=Cfla_2945
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3268489	3269028	-	WP_013118159.1	WP_013118159.1		GNAT family N-acetyltransferase			CFLA_RS14890	540	179	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3269231	3269674	+							CFLA_RS14895	444		old_locus_tag=Cfla_2946
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3269231	3269674	+	WP_013118160.1	WP_013118160.1		rhodanese-like domain-containing protein			CFLA_RS14895	444	147	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3269683	3270930	+							CFLA_RS14900	1248		old_locus_tag=Cfla_2947
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3269683	3270930	+	WP_052302867.1	WP_052302867.1		O-succinylhomoserine sulfhydrylase			CFLA_RS14900	1248	415	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3271024	3271554	-							CFLA_RS14905	531		old_locus_tag=Cfla_2948
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3271024	3271554	-	WP_013118162.1	WP_013118162.1		hypothetical protein			CFLA_RS14905	531	176	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3271685	3272695	+							CFLA_RS14910	1011		old_locus_tag=Cfla_2949
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3271685	3272695	+	WP_013118163.1	WP_013118163.1		aldo/keto reductase family protein			CFLA_RS14910	1011	336	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3272771	3273286	-							CFLA_RS14915	516		old_locus_tag=Cfla_2950
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3272771	3273286	-	WP_013118164.1	WP_013118164.1		pyridoxamine 5'-phosphate oxidase family protein			CFLA_RS14915	516	171	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3273420	3273959	-							CFLA_RS14920	540		old_locus_tag=Cfla_2951
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3273420	3273959	-	WP_013118165.1	WP_013118165.1		hypothetical protein			CFLA_RS14920	540	179	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3274141	3274866	-							CFLA_RS14925	726		old_locus_tag=Cfla_2952
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3274141	3274866	-	WP_013118166.1	WP_013118166.1		DUF72 domain-containing protein			CFLA_RS14925	726	241	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3274898	3275929	-							CFLA_RS14930	1032		old_locus_tag=Cfla_2953
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3274898	3275929	-	WP_013118167.1	WP_013118167.1		GNAT family N-acetyltransferase			CFLA_RS14930	1032	343	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3275935	3276630	-					purQ		CFLA_RS14935	696		old_locus_tag=Cfla_2954
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3275935	3276630	-	WP_013118168.1	WP_013118168.1		phosphoribosylformylglycinamidine synthase subunit PurQ	purQ		CFLA_RS14935	696	231	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3276630	3276917	-					purS		CFLA_RS14940	288		old_locus_tag=Cfla_2955
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3276630	3276917	-	WP_013118169.1	WP_013118169.1		phosphoribosylformylglycinamidine synthase subunit PurS	purS		CFLA_RS14940	288	95	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3277127	3278626	-							CFLA_RS14945	1500		old_locus_tag=Cfla_2956
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3277127	3278626	-	WP_245530255.1	WP_245530255.1		amidohydrolase			CFLA_RS14945	1500	499	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3278778	3279596	-							CFLA_RS14950	819		old_locus_tag=Cfla_2957
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3278778	3279596	-	WP_013118171.1	WP_013118171.1		DNA/RNA non-specific endonuclease			CFLA_RS14950	819	272	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3279831	3280781	-							CFLA_RS14955	951		old_locus_tag=Cfla_2958
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3279831	3280781	-	WP_245530256.1	WP_245530256.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			CFLA_RS14955	951	316	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3280838	3282238	+							CFLA_RS14960	1401		old_locus_tag=Cfla_2959
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3280838	3282238	+	WP_013118173.1	WP_013118173.1		ATP-binding protein			CFLA_RS14960	1401	466	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3282245	3283546	-					purD		CFLA_RS14965	1302		old_locus_tag=Cfla_2960
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3282245	3283546	-	WP_013118174.1	WP_013118174.1		phosphoribosylamine--glycine ligase	purD		CFLA_RS14965	1302	433	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3283736	3284377	-							CFLA_RS14970	642		old_locus_tag=Cfla_2961
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3283736	3284377	-	WP_013118175.1	WP_013118175.1		helix-turn-helix domain-containing protein			CFLA_RS14970	642	213	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3284453	3285838	+							CFLA_RS14975	1386		old_locus_tag=Cfla_2962
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3284453	3285838	+	WP_013118176.1	WP_013118176.1		MFS transporter			CFLA_RS14975	1386	461	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3285899	3287185	-							CFLA_RS14980	1287		old_locus_tag=Cfla_2963
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3285899	3287185	-	WP_013118177.1	WP_013118177.1		adenylosuccinate synthase			CFLA_RS14980	1287	428	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3287337	3287753	-							CFLA_RS14985	417		old_locus_tag=Cfla_2964
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3287337	3287753	-	WP_013118178.1	WP_013118178.1		DUF3151 domain-containing protein			CFLA_RS14985	417	138	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3287965	3288330	+							CFLA_RS14990	366		old_locus_tag=Cfla_2965
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3287965	3288330	+	WP_013118179.1	WP_013118179.1		STAS domain-containing protein			CFLA_RS14990	366	121	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3288364	3290487	-							CFLA_RS14995	2124		old_locus_tag=Cfla_2966
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3288364	3290487	-	WP_148234381.1	WP_148234381.1		SpoIIE family protein phosphatase			CFLA_RS14995	2124	707	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3290686	3291018	+							CFLA_RS15000	333		old_locus_tag=Cfla_2967
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3290686	3291018	+	WP_148234594.1	WP_148234594.1		STAS domain-containing protein			CFLA_RS15000	333	110	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3291116	3292138	-					fbaA		CFLA_RS15005	1023		old_locus_tag=Cfla_2968
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3291116	3292138	-	WP_013118182.1	WP_013118182.1		class II fructose-bisphosphate aldolase	fbaA		CFLA_RS15005	1023	340	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3292502	3293494	+							CFLA_RS15010	993		old_locus_tag=Cfla_2969
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3292502	3293494	+	WP_052302735.1	WP_052302735.1		type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein			CFLA_RS15010	993	330	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3293663	3294322	-							CFLA_RS15015	660		old_locus_tag=Cfla_2970
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3293663	3294322	-	WP_013118184.1	WP_013118184.1		rRNA methyltransferase			CFLA_RS15015	660	219	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3294634	3295494	+							CFLA_RS15020	861		old_locus_tag=Cfla_2971
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3294634	3295494	+	WP_013118185.1	WP_013118185.1		VTT domain-containing protein			CFLA_RS15020	861	286	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3295491	3296264	+							CFLA_RS15025	774		old_locus_tag=Cfla_2972
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3295491	3296264	+	WP_013118186.1	WP_013118186.1		HAD-IIA family hydrolase			CFLA_RS15025	774	257	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3296349	3297374	+							CFLA_RS15030	1026		old_locus_tag=Cfla_2973
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3296349	3297374	+	WP_013118187.1	WP_013118187.1		AAA family ATPase			CFLA_RS15030	1026	341	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3297437	3298006	-							CFLA_RS15035	570		old_locus_tag=Cfla_2974
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3297437	3298006	-	WP_013118188.1	WP_013118188.1		LemA family protein			CFLA_RS15035	570	189	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3298027	3298896	-							CFLA_RS15040	870		old_locus_tag=Cfla_2975
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3298027	3298896	-	WP_013118189.1	WP_013118189.1		DUF3137 domain-containing protein			CFLA_RS15040	870	289	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3298893	3299468	-					pyrE		CFLA_RS15045	576		old_locus_tag=Cfla_2976
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3298893	3299468	-	WP_013118190.1	WP_013118190.1		orotate phosphoribosyltransferase	pyrE		CFLA_RS15045	576	191	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3299533	3300129	-							CFLA_RS15050	597		old_locus_tag=Cfla_2977
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3299533	3300129	-	WP_013118191.1	WP_013118191.1		OmpA family protein			CFLA_RS15050	597	198	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3300126	3300788	-							CFLA_RS15055	663		old_locus_tag=Cfla_2978
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3300126	3300788	-	WP_013118192.1	WP_013118192.1		hypothetical protein			CFLA_RS15055	663	220	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3300903	3301712	-							CFLA_RS15060	810		old_locus_tag=Cfla_2979
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3300903	3301712	-	WP_013118193.1	WP_013118193.1		SDR family NAD(P)-dependent oxidoreductase			CFLA_RS15060	810	269	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3301837	3302652	+							CFLA_RS15065	816		old_locus_tag=Cfla_2980
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3301837	3302652	+	WP_013118194.1	WP_013118194.1		SDR family NAD(P)-dependent oxidoreductase			CFLA_RS15065	816	271	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3303017	3304804	+					recQ		CFLA_RS15070	1788		old_locus_tag=Cfla_2981
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3303017	3304804	+	WP_245530384.1	WP_245530384.1		DNA helicase RecQ	recQ		CFLA_RS15070	1788	595	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3304809	3305855	-							CFLA_RS15075	1047		old_locus_tag=Cfla_2982
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3304809	3305855	-	WP_013118196.1	WP_013118196.1		LacI family transcriptional regulator			CFLA_RS15075	1047	348	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	3306001	3307236	+							CFLA_RS15080	1236		old_locus_tag=Cfla_2983
